image,bbox,label
SNMOT-070/img1/000011.jpg,4,2
SNMOT-070/img1/000011.jpg,5,2
SNMOT-070/img1/000011.jpg,6,2
SNMOT-070/img1/000011.jpg,7,2
SNMOT-070/img1/000011.jpg,8,2
SNMOT-070/img1/000011.jpg,9,2
SNMOT-070/img1/000011.jpg,10,2
SNMOT-070/img1/000011.jpg,11,1
SNMOT-070/img1/000012.jpg,0,2
SNMOT-070/img1/000012.jpg,1,2
SNMOT-070/img1/000012.jpg,2,2
SNMOT-070/img1/000012.jpg,3,2
SNMOT-070/img1/000012.jpg,4,2
SNMOT-070/img1/000012.jpg,5,2
SNMOT-070/img1/000012.jpg,6,2
SNMOT-070/img1/000012.jpg,7,2
SNMOT-070/img1/000012.jpg,8,2
SNMOT-070/img1/000012.jpg,9,2
SNMOT-070/img1/000012.jpg,10,2
SNMOT-070/img1/000012.jpg,11,1
SNMOT-070/img1/000013.jpg,0,2
SNMOT-070/img1/000013.jpg,1,2
SNMOT-070/img1/000013.jpg,2,2
SNMOT-070/img1/000013.jpg,3,2
SNMOT-070/img1/000013.jpg,4,2
SNMOT-070/img1/000013.jpg,5,2
SNMOT-070/img1/000013.jpg,6,2
SNMOT-070/img1/000013.jpg,7,2
SNMOT-070/img1/000013.jpg,8,2
SNMOT-070/img1/000013.jpg,9,2
SNMOT-070/img1/000013.jpg,10,2
SNMOT-070/img1/000013.jpg,11,1
SNMOT-070/img1/000014.jpg,0,2
SNMOT-070/img1/000014.jpg,1,2
SNMOT-070/img1/000014.jpg,2,2
SNMOT-070/img1/000014.jpg,3,2
SNMOT-070/img1/000014.jpg,4,2
SNMOT-070/img1/000014.jpg,5,2
SNMOT-070/img1/000014.jpg,6,2
SNMOT-070/img1/000014.jpg,7,2
SNMOT-070/img1/000014.jpg,8,2
SNMOT-070/img1/000014.jpg,9,2
SNMOT-070/img1/000014.jpg,10,2
SNMOT-070/img1/000014.jpg,11,1
SNMOT-070/img1/000015.jpg,0,2
SNMOT-070/img1/000015.jpg,1,2
SNMOT-070/img1/000015.jpg,2,2
SNMOT-070/img1/000015.jpg,3,2
SNMOT-070/img1/000015.jpg,4,2
SNMOT-070/img1/000015.jpg,5,2
SNMOT-070/img1/000015.jpg,6,2
SNMOT-070/img1/000015.jpg,7,2
SNMOT-070/img1/000015.jpg,8,2
SNMOT-070/img1/000015.jpg,9,2
SNMOT-070/img1/000015.jpg,10,2
SNMOT-070/img1/000015.jpg,11,1
SNMOT-070/img1/000016.jpg,0,2
SNMOT-070/img1/000016.jpg,1,2
SNMOT-070/img1/000016.jpg,2,2
SNMOT-070/img1/000016.jpg,3,2
SNMOT-070/img1/000016.jpg,4,2
SNMOT-070/img1/000016.jpg,5,2
SNMOT-070/img1/000016.jpg,6,2
SNMOT-070/img1/000016.jpg,7,2
SNMOT-070/img1/000016.jpg,8,2
SNMOT-070/img1/000016.jpg,9,2
SNMOT-070/img1/000016.jpg,10,2
SNMOT-070/img1/000016.jpg,11,1
SNMOT-070/img1/000017.jpg,0,2
SNMOT-070/img1/000017.jpg,1,2
SNMOT-070/img1/000017.jpg,2,2
SNMOT-070/img1/000017.jpg,3,2
SNMOT-070/img1/000017.jpg,4,2
SNMOT-070/img1/000017.jpg,5,2
SNMOT-070/img1/000017.jpg,6,2
SNMOT-070/img1/000017.jpg,7,2
SNMOT-070/img1/000017.jpg,8,2
SNMOT-070/img1/000017.jpg,9,2
SNMOT-070/img1/000017.jpg,10,2
SNMOT-070/img1/000017.jpg,11,1
SNMOT-070/img1/000018.jpg,0,2
SNMOT-070/img1/000018.jpg,1,2
SNMOT-070/img1/000018.jpg,2,2
SNMOT-070/img1/000018.jpg,3,2
SNMOT-070/img1/000018.jpg,4,2
SNMOT-070/img1/000018.jpg,5,2
SNMOT-070/img1/000018.jpg,6,2
SNMOT-070/img1/000018.jpg,7,2
SNMOT-070/img1/000018.jpg,8,2
SNMOT-070/img1/000018.jpg,9,2
SNMOT-070/img1/000018.jpg,10,2
SNMOT-070/img1/000018.jpg,11,1
SNMOT-070/img1/000019.jpg,0,2
SNMOT-070/img1/000019.jpg,1,2
SNMOT-070/img1/000019.jpg,2,2
SNMOT-070/img1/000019.jpg,3,2
SNMOT-070/img1/000019.jpg,4,2
SNMOT-070/img1/000019.jpg,5,2
SNMOT-070/img1/000019.jpg,6,2
SNMOT-070/img1/000019.jpg,7,2
SNMOT-070/img1/000019.jpg,8,2
SNMOT-070/img1/000019.jpg,9,2
SNMOT-070/img1/000019.jpg,10,2
SNMOT-070/img1/000019.jpg,11,1
SNMOT-070/img1/000020.jpg,0,2
SNMOT-070/img1/000020.jpg,1,2
SNMOT-070/img1/000020.jpg,2,2
SNMOT-070/img1/000020.jpg,3,2
SNMOT-070/img1/000020.jpg,4,2
SNMOT-070/img1/000020.jpg,5,2
SNMOT-070/img1/000020.jpg,6,2
SNMOT-070/img1/000020.jpg,7,2
SNMOT-070/img1/000020.jpg,8,2
SNMOT-070/img1/000020.jpg,9,2
SNMOT-070/img1/000020.jpg,10,2
SNMOT-070/img1/000020.jpg,11,1
SNMOT-070/img1/000021.jpg,0,2
SNMOT-070/img1/000021.jpg,1,2
SNMOT-070/img1/000021.jpg,2,2
SNMOT-070/img1/000021.jpg,3,2
SNMOT-070/img1/000021.jpg,4,2
SNMOT-070/img1/000021.jpg,5,2
SNMOT-070/img1/000021.jpg,6,2
SNMOT-070/img1/000021.jpg,7,2
SNMOT-070/img1/000021.jpg,8,2
SNMOT-070/img1/000021.jpg,9,2
SNMOT-070/img1/000021.jpg,10,2
SNMOT-070/img1/000021.jpg,11,1
SNMOT-070/img1/000022.jpg,0,2
SNMOT-070/img1/000022.jpg,1,2
SNMOT-070/img1/000022.jpg,2,2
SNMOT-070/img1/000022.jpg,3,2
SNMOT-070/img1/000022.jpg,4,2
SNMOT-070/img1/000022.jpg,5,2
SNMOT-070/img1/000022.jpg,6,2
SNMOT-070/img1/000022.jpg,7,2
SNMOT-070/img1/000022.jpg,8,2
SNMOT-070/img1/000022.jpg,9,2
SNMOT-070/img1/000022.jpg,10,2
SNMOT-070/img1/000022.jpg,11,1
SNMOT-070/img1/000023.jpg,0,2
SNMOT-070/img1/000023.jpg,1,2
SNMOT-070/img1/000023.jpg,2,2
SNMOT-070/img1/000023.jpg,3,2
SNMOT-070/img1/000023.jpg,4,2
SNMOT-070/img1/000023.jpg,5,2
SNMOT-070/img1/000023.jpg,6,2
SNMOT-070/img1/000023.jpg,7,2
SNMOT-070/img1/000023.jpg,8,2
SNMOT-070/img1/000023.jpg,9,2
SNMOT-070/img1/000023.jpg,10,2
SNMOT-070/img1/000023.jpg,11,1
SNMOT-070/img1/000024.jpg,0,2
SNMOT-070/img1/000024.jpg,1,2
SNMOT-070/img1/000024.jpg,2,2
SNMOT-070/img1/000024.jpg,3,2
SNMOT-070/img1/000024.jpg,4,2
SNMOT-070/img1/000024.jpg,5,2
SNMOT-070/img1/000024.jpg,6,2
SNMOT-070/img1/000024.jpg,7,2
SNMOT-070/img1/000024.jpg,8,2
SNMOT-070/img1/000024.jpg,9,2
SNMOT-070/img1/000024.jpg,10,2
SNMOT-070/img1/000024.jpg,11,1
SNMOT-070/img1/000025.jpg,0,2
SNMOT-070/img1/000025.jpg,1,2
SNMOT-070/img1/000025.jpg,2,2
SNMOT-070/img1/000025.jpg,3,2
SNMOT-070/img1/000025.jpg,4,2
SNMOT-070/img1/000025.jpg,5,2
SNMOT-070/img1/000025.jpg,6,2
SNMOT-070/img1/000025.jpg,7,2
SNMOT-070/img1/000025.jpg,8,2
SNMOT-070/img1/000025.jpg,9,2
SNMOT-070/img1/000025.jpg,10,2
SNMOT-070/img1/000025.jpg,11,1
SNMOT-070/img1/000026.jpg,0,2
SNMOT-070/img1/000026.jpg,1,2
SNMOT-070/img1/000026.jpg,2,2
SNMOT-070/img1/000026.jpg,3,2
SNMOT-070/img1/000026.jpg,4,2
SNMOT-070/img1/000026.jpg,5,2
SNMOT-070/img1/000026.jpg,6,2
SNMOT-070/img1/000026.jpg,7,2
SNMOT-070/img1/000026.jpg,8,2
SNMOT-070/img1/000026.jpg,9,2
SNMOT-070/img1/000026.jpg,10,2
SNMOT-070/img1/000026.jpg,11,1
SNMOT-070/img1/000027.jpg,0,2
SNMOT-070/img1/000027.jpg,1,2
SNMOT-070/img1/000027.jpg,2,2
SNMOT-070/img1/000027.jpg,3,2
SNMOT-070/img1/000027.jpg,4,2
SNMOT-070/img1/000027.jpg,5,2
SNMOT-070/img1/000027.jpg,6,2
SNMOT-070/img1/000027.jpg,7,2
SNMOT-070/img1/000027.jpg,8,2
SNMOT-070/img1/000027.jpg,9,2
SNMOT-070/img1/000027.jpg,10,2
SNMOT-070/img1/000027.jpg,11,1
SNMOT-070/img1/000028.jpg,0,2
SNMOT-070/img1/000028.jpg,1,2
SNMOT-070/img1/000028.jpg,2,2
SNMOT-070/img1/000028.jpg,3,2
SNMOT-070/img1/000028.jpg,4,2
SNMOT-070/img1/000028.jpg,5,2
SNMOT-070/img1/000028.jpg,6,2
SNMOT-070/img1/000028.jpg,7,2
SNMOT-070/img1/000028.jpg,8,2
SNMOT-070/img1/000028.jpg,9,2
SNMOT-070/img1/000028.jpg,10,2
SNMOT-070/img1/000028.jpg,11,1
SNMOT-070/img1/000029.jpg,0,2
SNMOT-070/img1/000029.jpg,1,2
SNMOT-070/img1/000029.jpg,2,2
SNMOT-070/img1/000029.jpg,3,2
SNMOT-070/img1/000029.jpg,4,2
SNMOT-070/img1/000029.jpg,5,2
SNMOT-070/img1/000029.jpg,6,2
SNMOT-070/img1/000029.jpg,7,2
SNMOT-070/img1/000029.jpg,8,2
SNMOT-070/img1/000029.jpg,9,2
SNMOT-070/img1/000029.jpg,10,2
SNMOT-070/img1/000029.jpg,11,1
SNMOT-070/img1/000030.jpg,0,2
SNMOT-070/img1/000030.jpg,1,2
SNMOT-070/img1/000030.jpg,2,2
SNMOT-070/img1/000030.jpg,3,2
SNMOT-070/img1/000030.jpg,4,2
SNMOT-070/img1/000030.jpg,5,2
SNMOT-070/img1/000030.jpg,6,2
SNMOT-070/img1/000030.jpg,7,2
SNMOT-070/img1/000030.jpg,8,2
SNMOT-070/img1/000030.jpg,9,2
SNMOT-070/img1/000030.jpg,10,2
SNMOT-070/img1/000030.jpg,11,1
SNMOT-070/img1/000031.jpg,0,2
SNMOT-070/img1/000031.jpg,1,2
SNMOT-070/img1/000031.jpg,2,2
SNMOT-070/img1/000031.jpg,3,2
SNMOT-070/img1/000031.jpg,4,2
SNMOT-070/img1/000031.jpg,5,2
SNMOT-070/img1/000031.jpg,6,2
SNMOT-070/img1/000031.jpg,7,2
SNMOT-070/img1/000031.jpg,8,2
SNMOT-070/img1/000031.jpg,9,2
SNMOT-070/img1/000031.jpg,10,2
SNMOT-070/img1/000031.jpg,11,1
SNMOT-070/img1/000032.jpg,0,2
SNMOT-070/img1/000032.jpg,1,2
SNMOT-070/img1/000032.jpg,2,2
SNMOT-070/img1/000032.jpg,3,2
SNMOT-070/img1/000032.jpg,4,2
SNMOT-070/img1/000032.jpg,5,2
SNMOT-070/img1/000032.jpg,6,2
SNMOT-070/img1/000032.jpg,7,2
SNMOT-070/img1/000032.jpg,8,2
SNMOT-070/img1/000032.jpg,9,2
SNMOT-070/img1/000032.jpg,10,2
SNMOT-070/img1/000032.jpg,11,1
SNMOT-070/img1/000033.jpg,0,2
SNMOT-070/img1/000033.jpg,1,2
SNMOT-070/img1/000033.jpg,2,2
SNMOT-070/img1/000033.jpg,3,2
SNMOT-070/img1/000033.jpg,4,2
SNMOT-070/img1/000033.jpg,5,2
SNMOT-070/img1/000033.jpg,6,2
SNMOT-070/img1/000033.jpg,7,2
SNMOT-070/img1/000033.jpg,8,2
SNMOT-070/img1/000033.jpg,9,2
SNMOT-070/img1/000033.jpg,10,2
SNMOT-070/img1/000033.jpg,11,1
SNMOT-070/img1/000034.jpg,0,2
SNMOT-070/img1/000034.jpg,1,2
SNMOT-070/img1/000034.jpg,2,2
SNMOT-070/img1/000034.jpg,3,2
SNMOT-070/img1/000034.jpg,4,2
SNMOT-070/img1/000034.jpg,5,2
SNMOT-070/img1/000034.jpg,6,2
SNMOT-070/img1/000034.jpg,7,2
SNMOT-070/img1/000034.jpg,8,2
SNMOT-070/img1/000034.jpg,9,2
SNMOT-070/img1/000034.jpg,10,2
SNMOT-070/img1/000034.jpg,11,1
SNMOT-070/img1/000035.jpg,0,2
SNMOT-070/img1/000035.jpg,1,2
SNMOT-070/img1/000035.jpg,2,2
SNMOT-070/img1/000035.jpg,3,2
SNMOT-070/img1/000035.jpg,4,2
SNMOT-070/img1/000035.jpg,5,2
SNMOT-070/img1/000035.jpg,6,2
SNMOT-070/img1/000035.jpg,7,2
SNMOT-070/img1/000035.jpg,8,2
SNMOT-070/img1/000035.jpg,9,2
SNMOT-070/img1/000035.jpg,10,2
SNMOT-070/img1/000035.jpg,11,1
SNMOT-070/img1/000036.jpg,0,2
SNMOT-070/img1/000036.jpg,1,2
SNMOT-070/img1/000036.jpg,2,2
SNMOT-070/img1/000036.jpg,3,2
SNMOT-070/img1/000036.jpg,4,2
SNMOT-070/img1/000036.jpg,5,2
SNMOT-070/img1/000036.jpg,6,2
SNMOT-070/img1/000036.jpg,7,2
SNMOT-070/img1/000036.jpg,8,2
SNMOT-070/img1/000036.jpg,9,2
SNMOT-070/img1/000036.jpg,10,2
SNMOT-070/img1/000036.jpg,11,1
SNMOT-070/img1/000037.jpg,0,2
SNMOT-070/img1/000037.jpg,1,2
SNMOT-070/img1/000037.jpg,2,2
SNMOT-070/img1/000037.jpg,3,2
SNMOT-070/img1/000037.jpg,4,2
SNMOT-070/img1/000037.jpg,5,2
SNMOT-070/img1/000037.jpg,6,2
SNMOT-070/img1/000037.jpg,7,2
SNMOT-070/img1/000037.jpg,8,2
SNMOT-070/img1/000037.jpg,9,2
SNMOT-070/img1/000037.jpg,10,2
SNMOT-070/img1/000037.jpg,11,1
SNMOT-070/img1/000038.jpg,0,2
SNMOT-070/img1/000038.jpg,1,2
SNMOT-070/img1/000038.jpg,2,2
SNMOT-070/img1/000038.jpg,3,2
SNMOT-070/img1/000038.jpg,4,2
SNMOT-070/img1/000038.jpg,5,2
SNMOT-070/img1/000038.jpg,6,2
SNMOT-070/img1/000038.jpg,7,2
SNMOT-070/img1/000038.jpg,8,2
SNMOT-070/img1/000038.jpg,9,2
SNMOT-070/img1/000038.jpg,10,2
SNMOT-070/img1/000038.jpg,11,1
SNMOT-070/img1/000039.jpg,0,2
SNMOT-070/img1/000039.jpg,1,2
SNMOT-070/img1/000039.jpg,2,2
SNMOT-070/img1/000039.jpg,3,2
SNMOT-070/img1/000039.jpg,4,2
SNMOT-070/img1/000039.jpg,5,2
SNMOT-070/img1/000039.jpg,6,2
SNMOT-070/img1/000039.jpg,7,2
SNMOT-070/img1/000039.jpg,8,2
SNMOT-070/img1/000039.jpg,9,2
SNMOT-070/img1/000039.jpg,10,2
SNMOT-070/img1/000039.jpg,11,1
SNMOT-070/img1/000040.jpg,0,2
SNMOT-070/img1/000040.jpg,1,2
SNMOT-070/img1/000040.jpg,2,2
SNMOT-070/img1/000040.jpg,3,2
SNMOT-070/img1/000040.jpg,4,2
SNMOT-070/img1/000040.jpg,5,2
SNMOT-070/img1/000040.jpg,6,2
SNMOT-070/img1/000040.jpg,7,2
SNMOT-070/img1/000040.jpg,8,2
SNMOT-070/img1/000040.jpg,9,2
SNMOT-070/img1/000040.jpg,10,2
SNMOT-070/img1/000040.jpg,11,1
SNMOT-070/img1/000041.jpg,0,2
SNMOT-070/img1/000041.jpg,1,2
SNMOT-070/img1/000041.jpg,2,2
SNMOT-070/img1/000041.jpg,3,2
SNMOT-070/img1/000041.jpg,4,2
SNMOT-070/img1/000041.jpg,5,2
SNMOT-070/img1/000041.jpg,6,2
SNMOT-070/img1/000041.jpg,7,2
SNMOT-070/img1/000041.jpg,8,2
SNMOT-070/img1/000041.jpg,9,2
SNMOT-070/img1/000041.jpg,10,2
SNMOT-070/img1/000041.jpg,11,1
SNMOT-070/img1/000042.jpg,0,2
SNMOT-070/img1/000042.jpg,1,2
SNMOT-070/img1/000042.jpg,2,2
SNMOT-070/img1/000042.jpg,3,2
SNMOT-070/img1/000042.jpg,4,2
SNMOT-070/img1/000042.jpg,5,2
SNMOT-070/img1/000042.jpg,6,2
SNMOT-070/img1/000042.jpg,7,2
SNMOT-070/img1/000042.jpg,8,2
SNMOT-070/img1/000042.jpg,9,2
SNMOT-070/img1/000042.jpg,10,2
SNMOT-070/img1/000042.jpg,11,1
SNMOT-070/img1/000043.jpg,0,2
SNMOT-070/img1/000043.jpg,1,2
SNMOT-070/img1/000043.jpg,2,2
SNMOT-070/img1/000043.jpg,3,2
SNMOT-070/img1/000043.jpg,4,2
SNMOT-070/img1/000043.jpg,5,2
SNMOT-070/img1/000043.jpg,6,2
SNMOT-070/img1/000043.jpg,7,2
SNMOT-070/img1/000043.jpg,8,2
SNMOT-070/img1/000043.jpg,9,2
SNMOT-070/img1/000043.jpg,10,2
SNMOT-070/img1/000043.jpg,11,1
SNMOT-070/img1/000044.jpg,0,2
SNMOT-070/img1/000044.jpg,1,2
SNMOT-070/img1/000044.jpg,2,2
SNMOT-070/img1/000044.jpg,3,2
SNMOT-070/img1/000044.jpg,4,2
SNMOT-070/img1/000044.jpg,5,2
SNMOT-070/img1/000044.jpg,6,2
SNMOT-070/img1/000044.jpg,7,2
SNMOT-070/img1/000044.jpg,8,2
SNMOT-070/img1/000044.jpg,9,2
SNMOT-070/img1/000044.jpg,10,2
SNMOT-070/img1/000044.jpg,11,1
SNMOT-070/img1/000045.jpg,0,2
SNMOT-070/img1/000045.jpg,1,2
SNMOT-070/img1/000045.jpg,2,2
SNMOT-070/img1/000045.jpg,3,2
SNMOT-070/img1/000045.jpg,4,2
SNMOT-070/img1/000045.jpg,5,2
SNMOT-070/img1/000045.jpg,6,2
SNMOT-070/img1/000045.jpg,7,2
SNMOT-070/img1/000045.jpg,8,2
SNMOT-070/img1/000045.jpg,9,2
SNMOT-070/img1/000045.jpg,10,2
SNMOT-070/img1/000045.jpg,11,1
SNMOT-070/img1/000046.jpg,0,2
SNMOT-070/img1/000046.jpg,1,2
SNMOT-070/img1/000046.jpg,2,2
SNMOT-070/img1/000046.jpg,3,2
SNMOT-070/img1/000046.jpg,4,2
SNMOT-070/img1/000046.jpg,5,2
SNMOT-070/img1/000046.jpg,6,2
SNMOT-070/img1/000046.jpg,7,2
SNMOT-070/img1/000046.jpg,8,2
SNMOT-070/img1/000046.jpg,9,2
SNMOT-070/img1/000046.jpg,10,2
SNMOT-070/img1/000046.jpg,11,1
SNMOT-070/img1/000047.jpg,0,2
SNMOT-070/img1/000047.jpg,1,2
SNMOT-070/img1/000047.jpg,2,2
SNMOT-070/img1/000047.jpg,3,2
SNMOT-070/img1/000047.jpg,4,2
SNMOT-070/img1/000047.jpg,5,2
SNMOT-070/img1/000047.jpg,6,2
SNMOT-070/img1/000047.jpg,7,2
SNMOT-070/img1/000047.jpg,8,2
SNMOT-070/img1/000047.jpg,9,2
SNMOT-070/img1/000047.jpg,10,2
SNMOT-070/img1/000047.jpg,11,1
SNMOT-070/img1/000048.jpg,0,2
SNMOT-070/img1/000048.jpg,1,2
SNMOT-070/img1/000048.jpg,2,2
SNMOT-070/img1/000048.jpg,3,2
SNMOT-070/img1/000048.jpg,4,2
SNMOT-070/img1/000048.jpg,5,2
SNMOT-070/img1/000048.jpg,6,2
SNMOT-070/img1/000048.jpg,7,2
SNMOT-070/img1/000048.jpg,8,2
SNMOT-070/img1/000048.jpg,9,2
SNMOT-070/img1/000048.jpg,10,2
SNMOT-070/img1/000048.jpg,11,1
SNMOT-070/img1/000049.jpg,0,2
SNMOT-070/img1/000049.jpg,1,2
SNMOT-070/img1/000049.jpg,2,2
SNMOT-070/img1/000049.jpg,3,2
SNMOT-070/img1/000049.jpg,4,2
SNMOT-070/img1/000049.jpg,5,2
SNMOT-070/img1/000049.jpg,6,2
SNMOT-070/img1/000049.jpg,7,2
SNMOT-070/img1/000049.jpg,8,2
SNMOT-070/img1/000049.jpg,9,2
SNMOT-070/img1/000049.jpg,10,2
SNMOT-070/img1/000049.jpg,11,1
SNMOT-070/img1/000050.jpg,0,2
SNMOT-070/img1/000050.jpg,1,2
SNMOT-070/img1/000050.jpg,2,2
SNMOT-070/img1/000050.jpg,3,2
SNMOT-070/img1/000050.jpg,4,2
SNMOT-070/img1/000050.jpg,5,2
SNMOT-070/img1/000050.jpg,6,2
SNMOT-070/img1/000050.jpg,7,2
SNMOT-070/img1/000050.jpg,8,2
SNMOT-070/img1/000050.jpg,9,2
SNMOT-070/img1/000050.jpg,10,2
SNMOT-070/img1/000050.jpg,11,1
SNMOT-070/img1/000051.jpg,0,2
SNMOT-070/img1/000051.jpg,1,2
SNMOT-070/img1/000051.jpg,2,2
SNMOT-070/img1/000051.jpg,3,2
SNMOT-070/img1/000051.jpg,4,2
SNMOT-070/img1/000051.jpg,5,2
SNMOT-070/img1/000051.jpg,6,2
SNMOT-070/img1/000051.jpg,7,2
SNMOT-070/img1/000051.jpg,8,2
SNMOT-070/img1/000051.jpg,9,2
SNMOT-070/img1/000051.jpg,10,2
SNMOT-070/img1/000051.jpg,11,1
SNMOT-070/img1/000052.jpg,0,2
SNMOT-070/img1/000052.jpg,1,2
SNMOT-070/img1/000052.jpg,2,2
SNMOT-070/img1/000052.jpg,3,2
SNMOT-070/img1/000052.jpg,4,2
SNMOT-070/img1/000052.jpg,5,2
SNMOT-070/img1/000052.jpg,6,2
SNMOT-070/img1/000052.jpg,7,2
SNMOT-070/img1/000052.jpg,8,2
SNMOT-070/img1/000052.jpg,9,2
SNMOT-070/img1/000052.jpg,10,2
SNMOT-070/img1/000052.jpg,11,1
SNMOT-070/img1/000053.jpg,0,2
SNMOT-070/img1/000053.jpg,1,2
SNMOT-070/img1/000053.jpg,2,2
SNMOT-070/img1/000053.jpg,3,2
SNMOT-070/img1/000053.jpg,4,2
SNMOT-070/img1/000053.jpg,5,2
SNMOT-070/img1/000053.jpg,6,2
SNMOT-070/img1/000053.jpg,7,2
SNMOT-070/img1/000053.jpg,8,2
SNMOT-070/img1/000053.jpg,9,2
SNMOT-070/img1/000053.jpg,10,2
